,0
Hashimoto24,6.701156185421354
Kumbrink24_2v3,167.46945137332105
Qian24_DEG_PANoptosis,100.95380531343524
Reed24_Catabolic process module,6.007369553344192
Reed24_Cell cycle module,20.11741663062433
Reed24_Cellular response to stimulus module,18.986215254422486
Reed24_Endoplasmic reticulum module,33.90198509237988
Reed24_Leukocyte module,45.30450317134226
Reed24_Neutrophil activation module,31.47251130349217
Reed24_Organic acid metabolic process module,7.938628301653157
Zhao24_CAFRGs,-0.8111170122188116
