Node_A	Node_B
2	8366
351	7276
351	6369
351	23028
351	7936
351	9440
351	3065
351	2324
351	8454
351	5591
351	387338
19	10558
19	56915
19	6872
19	28974
19	994
19	8365
821	6421
821	55197
821	2967
821	7314
821	1027
821	5931
821	25820
1756	7402
1756	23635
1756	142
1756	2100
1756	1441
1756	4217
2316	55355
2316	10856
2316	7520
2316	8626
2316	10623
2316	1058
2316	80854
2316	23047
2316	10270
2316	2965
2316	2958
2316	10892
2316	3646
2316	2961
2316	3066
2316	7531
2316	8354
2316	317762
2316	57521
2316	8295
2316	5639
2316	171546
2316	7709
2316	25
2316	6233
2316	3021
2316	7157
2316	5880
2316	58508
2316	581
2316	8807
2316	5931
2316	6428
2316	653604
3832	10921
3832	8347
3832	54386
3832	5286
3832	57117
3832	2146
3832	6605
10558	94103
10558	9517
10558	26512
10558	672
10558	10109
10558	8363
10558	1459
7402	7316
7402	2037
7402	7018
7402	1022
7402	8678
7402	10519
7402	55072
7402	9070
287	1235
287	4734
287	64785
6833	3694
6833	51399
3767	8335
3767	6607
160	1660
160	2631
160	10592
160	10179
160	8294
160	7003
160	57464
160	255488
160	9727
160	7157
160	23451
160	5694
160	8350
160	23568
160	814
160	8347
23	28974
23	4522
23	6428
23	10616
23	7469
23	2885
23	5894
23	55723
23	6233
23	5434
23	53981
23	23191
23	1643
23	120892
23	142
23	5710
28974	5204
28974	55031
28974	154796
28974	152485
28974	54206
28974	10615
28974	2885
28974	6500
28974	8451
28974	155
28974	2965
28974	2078
28974	5931
28974	6352
1105	10919
1105	4522
1105	6421
1105	9049
1105	54888
1105	51592
1105	3727
1105	22976
1105	25842
1105	2547
1105	7316
1105	3304
1105	9730
1105	288
1105	8242
1105	147841
1105	8970
9276	5332
9276	92609
9276	51327
9276	7037
9276	81605
9276	7157
9276	55347
9276	1237
9276	6603
9276	23097
9276	6233
9276	2250
9276	4609
9276	7311
9276	3018
9276	983
9276	857
9276	4221
9276	6635
9276	26053
9276	6355
9276	399687
9276	4869
9276	7316
9276	5970
57062	100134934
57062	5900
57062	26173
57062	2959
57062	10850
57062	3135
57062	126961
57062	5432
57062	23028
57062	9927
57062	2071
57062	81858
57062	8350
57062	8361
57062	55802
57062	50813
1660	5052
1660	22803
1660	6839
1660	4008
1660	9716
1660	8851
1660	51185
1660	207
1660	8717
1660	2186
1660	51497
1660	51594
1660	57507
1660	26157
1660	4793
1660	3487
1660	29894
1660	10042
1660	8366
23028	367
23028	8353
23028	8968
23028	8354
23028	4522
23028	6421
23028	6615
23028	23635
23028	6886
23028	8347
23028	1407
23028	1163
23028	5147
23028	10073
23028	81858
23028	6233
23028	6125
23028	6598
23028	3690
23028	64121
23028	8726
23028	6714
23028	83746
23028	129685
23028	121536
23028	2908
23028	7314
23028	214
23028	6637
23028	8661
23028	1457
23028	7311
23028	8364
23028	116
23028	5394
23028	5437
23028	5777
23028	7474
23028	6786
23028	7469
23028	79791
23028	5329
23028	1488
23028	22878
23028	4841
23028	152485
23028	6741
23028	8359
23028	6045
3796	10592
3796	6233
3796	121536
3796	25920
3796	7311
3796	9572
3796	7518
3796	2064
3796	9646
3796	3054
3796	863
3796	11335
3796	5204
3796	51341
3796	3577
3796	10096
4522	10592
4522	6428
4522	22803
4522	7532
4522	1027
4522	581
4522	26471
4522	9094
4522	2963
4522	7003
4522	29117
4522	56949
4522	10540
2631	9440
2631	23186
2631	4015
2631	4654
2631	1019
2631	4221
2631	2176
2631	5437
2631	6635
2631	861
2631	7316
2631	4172
2631	8675
2631	8861
2631	8473
5332	4170
5332	8335
5332	3263
5332	64135
5332	55763
5332	1994
5332	7159
5332	121504
5332	23635
5332	10810
5332	4086
5332	79441
5332	5514
5332	57461
5332	7311
5052	6233
5052	2263
5052	7018
5052	6357
5052	4087
5052	166379
5052	7247
5052	8697
5052	6045
5052	6118
5052	8481
5052	11091
5052	7430
5052	4091
5052	84108
5052	54815
6421	5690
6421	2324
6421	3795
6421	5691
6421	10095
6421	10946
6421	143686
6421	64866
6421	142
6421	7520
6421	57459
6421	64919
6421	7220
10592	6428
10592	10059
10592	6456
10592	8361
10592	5216
10592	205564
10592	6464
10592	23558
10592	64135
10592	9442
10592	581
10592	7311
10592	6917
10592	805
10592	57224
10592	57464
10592	2752
10592	55662
10592	57690
6428	121504
6428	8408
6428	3066
6428	1876
6428	7422
6428	356
6428	1062
6428	7314
6428	8463
6428	26471
6428	5431
6428	9894
22803	91368
22803	8294
22803	6045
22803	8370
22803	10565
22803	3326
22803	8878
22803	2355
22803	5111
22803	738
22803	7813
22803	367
22803	10810
22803	915
22803	57521
22803	8717
22803	5347
22803	8431
22803	3014
22803	873
22803	2961
64240	8936
64241	23016
55347	9349
55347	7311
55347	9094
55347	2091
55347	2547
55347	5928
55347	85235
55347	6233
55347	8192
55347	7316
55347	6950
55347	317
55347	5329
55347	6117
55347	1147
55347	57506
55347	1387
9131	3801
9131	6293
9131	51542
9131	7534
9131	10238
9131	581
9131	142
9131	51691
9131	10051
9131	672
9131	5928
9131	5431
9131	2099
9131	5978
9131	723790
9131	8726
9131	9320
9131	1499
9131	8355
9131	5300
9131	1894
9131	8626
9131	3263
9131	7320
9131	23411
9131	8351
9131	90353
23568	7314
23568	7316
23568	84747
23568	10971
23568	8678
23568	79027
23568	8358
23568	8370
23568	65057
23568	1019
23568	23635
23568	7311
23568	5311
23568	382
23568	51497
23568	8365
23568	7204
23568	5315
403	7311
403	7314
403	84747
403	3741
403	60
403	6908
403	55722
403	7936
403	7316
403	1108
403	3122
403	340061
403	6595
403	6878
403	3181
403	10043
403	1871
403	7048
25943	6233
25943	7311
25943	7316
25943	7532
25943	23327
25943	5587
25943	6093
25943	54922
25943	3791
25943	5438
25943	150
25943	6604
