Node_A	Node_B
10622	10623
10622	661
10622	5718
10622	1159
10622	51069
10622	6201
10622	7335
10622	2280
171568	10623
171568	55718
171568	5232
171568	6176
171568	7023
171568	29127
171568	9524
171568	10494
171568	6205
23636	8021
23636	8607
23636	29763
23636	521
8021	51143
8021	1465
8021	29901
8021	9933
8021	5836
8021	3925
8027	7086
8027	6136
8027	10092
9146	54148
9146	4363
9146	498
9146	88
9146	2194
9146	6203
9146	4172
1025	23223
1025	6143
1025	5203
904	51060
5714	5711
5714	5713
5714	5700
5714	5687
5714	5694
5714	126204
5714	64841
5714	6206
5714	2026
5714	6311
5714	6208
5714	6184
5714	8565
5714	9933
5714	6202
5714	11011
5714	1537
5714	26155
5714	6123
5714	10397
5714	3312
5714	6168
5714	3958
5714	6141
5714	5049
5714	1854
5714	8714
5714	6749
5714	11079
5714	54205
5714	506
5714	6156
5714	85313
5715	5708
5715	5718
5715	5704
5715	5706
5715	11103
5715	124995
5715	10594
5715	10528
5715	26121
5715	476
5715	51069
5715	1665
5715	1072
5715	2271
5715	5685
5715	2992
5715	1936
5715	6993
5715	81876
5715	10236
5715	8683
4172	9414
4172	10153
4172	6169
4172	4736
4172	6222
4172	54788
4172	1509
4172	396
4172	123169
4172	476
4172	1738
4172	23760
4172	2281
4172	55705
4172	11017
4172	6632
4172	51069
4172	22889
4176	292
4176	51762
4176	6209
4176	23603
4176	9318
4176	6223
4176	30011
4176	6598
4176	6208
4176	26286
4176	6129
4176	1938
4176	6790
4176	2762
4176	1655
4176	83939
10001	9477
10001	54859
10001	6165
10001	10189
10001	4001
10001	55156
10001	56949
10001	5232
10001	6202
10001	51603
10001	7334
10001	1315
10001	2280
10001	10434
10001	55930
10001	6204
10001	10528
10001	5931
10001	4677
10001	654364
219541	112950
219541	9442
219541	2673
219541	10393
219541	5702
219541	6189
219541	9349
219541	6921
219541	55844
219541	8667
219541	6129
219541	11157
219541	6231
219541	10594
143471	5683
143471	7385
143471	9948
143471	6160
143471	5878
143471	84516
143471	6396
143471	6146
143471	6155
143471	471
143471	3998
143471	5696
143471	6122
143471	4831
143471	1729
143471	6599
143471	10939
143471	81608
143471	5686
5686	5684
5686	5687
5686	5719
5686	11047
5686	56915
5686	55127
5686	8453
5686	55818
5686	6217
5686	6141
5686	10808
5686	51154
5686	6428
5686	9114
5686	55898
5686	6133
5686	26986
5686	4174
5686	1915
5686	1964
5686	6146
5686	6311
5686	1072
5686	55612
5686	5414
5686	6612
5686	7165
5686	7001
5686	10189
5686	51631
5686	4714
5686	6647
5686	6652
5686	3320
5686	51119
5686	4735
5686	5861
5686	6642
5686	6154
5686	3094
5686	554235
5686	29763
5686	8662
5686	11080
5686	55236
5686	55920
5686	6156
5686	55234
5686	7411
5686	11267
5686	27339
5686	6181
5686	6207
5686	51143
5686	5886
5686	10521
5705	5713
5705	5709
5705	5719
5705	5718
5705	5696
5705	5683
5705	790
5705	4363
5705	10785
5705	8761
5705	6599
5705	30844
5705	9551
5705	440
5705	56954
5705	5110
5705	6169
5705	6222
5705	8563
5705	7317
5705	6231
5705	10327
5705	6902
5705	27430
5705	84135
5705	5589
5705	2782
5705	9343
5705	10015
5705	3939
5705	6193
5705	8407
5705	9945
5705	3337
5705	10946
5705	7419
5705	3836
5705	54874
5705	5528
5705	1655
5705	6626
5705	1503
5705	6188
5705	6164
5705	6138
5705	6134
5705	54606
5707	5709
5707	10213
5707	5713
5707	5708
5707	5682
5707	5696
5707	9097
5707	9136
5707	2521
5707	822
5707	2673
5707	1639
5707	4736
5707	988
5707	4670
5707	85476
5707	23277
5707	115708
5707	10963
5707	1491
5707	1622
5707	6181
5707	53938
5707	6132
5707	9567
5707	6142
5707	5094
5707	9230
5707	2171
5707	6904
5707	5859
5707	6187
5707	6390
5707	6137
5707	2968
5707	29958
5707	6165
5707	23517
5707	6133
5707	5701
5707	811
5707	5926
5707	10250
9861	5713
9861	5685
9861	5688
9861	5694
9861	5683
9861	5684
9861	100526842
9861	26007
9861	4124
9861	3836
9861	10606
9861	5589
9861	95681
9861	226
9861	3301
9861	79892
9861	6181
9861	10250
9861	55299
9861	5822
9861	5478
9861	2585
9861	24148
9861	25804
9861	22938
9861	2023
9861	3336
9861	6161
9861	3615
9861	6624
9861	3192
9861	79612
9861	7415
9861	9774
9861	2026
9861	54948
9861	124245
9861	6118
9861	10061
9861	2521
9861	3306
9861	7879
5708	5713
5708	5706
5708	5684
5708	5685
5708	5683
5708	51371
5708	22872
5708	5917
5708	6138
5708	9968
5708	2653
5708	29901
5708	7965
5708	10614
5708	8894
5708	6741
5708	7204
5708	57175
5708	1537
5708	10240
5708	5719
5708	5702
5708	6165
5708	54456
5708	63875
5708	6191
5708	7417
5708	2027
5708	23173
5708	55770
5708	6133
5708	978
5708	6160
5708	3192
5708	3191
5708	29763
5708	8531
5708	4905
5708	6188
5708	57492
5708	539
5708	10067
5708	51386
5708	5214
5708	6222
5708	57696
5708	92105
5709	10213
5709	5700
5709	5687
5709	2597
5709	6188
5709	6230
5709	51126
5709	51611
5709	10693
5709	3921
5709	7879
5709	9735
5709	23450
5709	832
5709	64928
5709	3841
5709	308
5709	3032
5709	159
5709	6204
5709	5701
5709	6193
5709	56993
5709	2098
5709	55832
5709	3925
5709	1736
5709	81876
5709	26528
5709	51606
5709	7072
5709	5245
5709	2193
5709	119504
5709	84365
5709	5685
5709	6738
5709	27339
5709	6158
5709	2778
5709	1072
5709	729540
5709	3066
5709	25873
5709	6470
5709	4666
5709	10728
5709	6125
29079	84246
29079	6837
29079	4926
29079	64783
29079	6223
29079	5230
29079	5901
29079	1593
29079	9477
29079	8467
29079	6210
29079	204
29079	10971
29079	3035
29079	6632
29079	6877
29079	10492
29079	5493
29079	55201
29079	11051
55588	9862
55588	9282
55588	51586
55588	6132
55588	4144
55588	51520
55588	7203
55588	2617
55588	4831
55588	10155
55588	6130
55588	7458
55588	6205
55588	7919
55588	4282
29894	6152
29894	5695
29894	6230
29894	159
29894	5223
29894	6188
29894	51602
29894	23171
29894	822
29894	28952
55339	8189
55339	51692
55339	6597
55339	51699
55339	5110
55339	26528
55339	3417
55339	2023
54815	1107
54815	8932
54815	8942
54815	6210
54815	27349
54815	55752
54815	22796
54815	811
57459	57504
57459	5859
57459	4905
57459	7385
57459	6159
57459	440
57459	4841
22948	6950
22948	7203
22948	6134
22948	79677
22948	25843
22948	6633
22948	55466
22948	55037
22948	52
22948	2805
22948	5094
22948	1808
22948	4837
6950	10576
6950	10294
6950	6204
6950	6160
6950	9382
6950	10992
6950	6189
6950	1396
6950	55720
6950	3301
23595	6601
4999	23481
4999	9578
4999	10294
4999	91875
4999	10399
4999	7430
7529	7533
7529	7534
7529	26130
7529	4809
7529	25957
7529	5687
7529	261726
7529	1994
7529	55847
7532	7533
7532	10540
7532	5604
7532	10963
7532	2935
7532	6136
7532	2745
7532	6222
7532	10449
10450	11338
10450	51253
10450	84193
10450	10540
10450	3188
57461	51340
57461	10946
57461	4191
57461	6136
57461	2956
57461	11212
57461	5695
57461	6944
57461	2879
57461	3336
57461	80777
57461	5903
57461	6185
57461	7347
57461	5094
57461	6203
57461	7706
57461	6876
57461	5717
1615	3376
1615	8545
1615	4351
1615	5432
1615	5478
1615	3329
1615	7347
1615	5688
1615	4522
1615	6599
1615	56605
1615	5586
1615	445
1615	51122
1615	5929
1615	5756
1615	8450
1615	6188
1615	23092
1615	2023
1615	6210
5859	440
5859	28970
5859	22992
5859	790
5859	51068
5859	4729
5859	1665
5859	4282
5859	6164
5859	471
5859	23132
5859	6202
5859	8289
5859	65083
5859	5479
7251	51271
7251	7706
7251	1802
7251	23022
7251	10270
7251	5718
7251	26986
7251	9533
7251	4801
7251	3308
7251	6119
7251	11212
7251	11047
7251	375
7251	9524
7251	1656
7251	24148
7251	83743
7251	488
7251	25824
7251	6238
7251	203068
7251	26135
93343	95681
93343	27236
93343	7453
93343	7203
93343	57062
93343	5717
93343	3945
5690	5682
5690	5695
5690	51377
5690	7531
5690	9933
5690	26986
5690	6201
5690	57019
5690	6147
5690	1371
5690	6202
5690	1854
5690	3094
5690	3956
5690	476
5690	7879
5690	23451
5690	11198
5690	28960
5690	1995
5690	5430
5690	10236
5690	27043
5690	58478
5690	10961
5690	9446
5690	79590
5690	2026
5690	10016
5690	10155
5690	7431
5690	6224
5690	831
5690	246184
5690	51068
5690	6155
5692	5700
5692	11047
5692	51377
5692	5698
5692	5824
5692	23640
5692	22938
5692	6194
5692	10989
5692	55052
5692	54606
5692	5048
5692	93974
5692	11316
5692	5479
5692	23039
5692	283742
5692	5701
5692	6138
5692	1741
5692	51068
5692	7168
5692	4905
5692	6389
5692	8301
5692	728642
5692	6470
5692	54809
5692	84365
5692	10015
5692	3178
5692	54433
5692	8531
5692	6827
5692	605
5692	11198
5692	10607
5692	3030
5692	5033
5692	10640
5692	54892
5692	6390
5692	22820
54994	6134
54994	5702
57610	6161
57610	6222
1478	53981
1478	26986
1478	6158
1478	391356
1478	5211
1478	132
1478	1650
1478	1072
1478	6464
1478	2547
1478	6155
1478	23016
1478	55967
1478	5431
1478	5518
1478	4724
1478	6167
1478	983
1478	1164
23283	5878
23283	1854
23283	27236
23283	10054
23283	3028
23020	22938
23020	23524
23020	6120
23020	27236
23020	9533
23020	64151
23020	3309
23020	6222
23020	2805
23020	112950
23020	9521
23020	159
23020	51144
23020	2588
23020	54499
23020	8514
23020	261726
23020	8907
23020	1965
23020	161
23020	5481
23020	5204
23020	132789
23020	10412
23020	10935
23020	10623
23020	4620
23020	7415
9416	9343
9416	5305
9416	998
9416	10190
9416	5516
9416	8761
9416	8666
9416	7385
9416	51729
9416	6223
9416	3028
9416	51386
9416	9114
9416	4809
9416	55612
9416	2597
9416	3336
9416	55206
112950	9969
112950	9282
112950	9862
112950	84246
112950	23097
112950	5202
112950	6184
112950	9136
112950	11146
112950	1642
112950	8815
112950	4942
112950	7175
112950	291
112950	2739
112950	5393
112950	7416
9440	9862
9440	9969
9440	23256
9440	8761
9440	8886
9440	5599
9440	10226
9440	3301
9440	51605
9440	2665
9440	5887
9440	2873
9440	23560
9440	5684
9440	6133
9440	5717
9440	10992
9440	5537
9477	400569
9477	23560
9477	6205
9477	5049
9477	6201
9477	5689
9477	6129
9477	10449
9477	26155
9477	5685
9477	4507
9477	55681
9477	3927
9477	2783
58493	2778
58493	6185
65123	54859
65123	6210
65123	23451
