Node_A	Node_B
2	3066
351	43
351	4804
351	79090
351	23635
351	57506
351	56254
351	9709
351	5931
351	23028
351	7316
19	9094
19	8362
19	554313
19	873
19	9131
19	7316
821	3832
821	84108
821	1459
821	5925
821	8353
821	5932
821	23054
1756	1387
1756	1108
1756	5394
1756	6628
1756	8968
1756	7533
2316	83478
2316	1058
2316	1654
2316	1813
2316	1814
2316	3690
2316	3832
2316	5928
2316	56915
2316	3309
2316	5599
2316	5978
2316	153129
2316	6628
2316	8361
2316	6015
2316	5883
2316	8467
2316	1499
2316	6233
2316	8663
2316	3725
2316	899
2316	8368
2316	51602
2316	8351
2316	8364
2316	9474
2316	8294
2316	26471
2316	1642
2316	596
2316	23466
2316	55072
3832	7402
3832	8969
3832	2147
3832	6667
3832	554313
10558	5432
10558	5435
10558	801
10558	3091
10558	84823
10558	51765
10558	4849
10558	8669
7402	6640
7402	7314
7402	3012
7402	5432
7402	7405
7402	580
7402	51206
7402	1742
287	6833
287	3767
287	9439
6833	9757
3767	7533
160	5332
160	6421
160	84433
160	8339
160	6374
160	6233
160	23594
160	100
160	7514
160	5052
160	10095
160	9662
160	6917
160	29101
160	7314
160	5437
23	9276
23	1660
23	23028
23	5332
23	22803
23	7157
23	23558
23	6256
23	79833
23	4234
23	5437
23	9349
23	55215
23	54165
23	56254
23	3479
28974	1660
28974	4522
28974	8370
28974	3054
28974	2959
28974	3066
28974	51497
28974	54386
28974	404672
28974	5216
28974	6117
28974	4831
28974	56852
28974	4793
28974	6015
28974	8805
1105	10919
1105	10592
1105	22803
1105	3146
1105	126961
1105	56034
1105	2959
1105	81605
1105	5289
1105	863
1105	7043
1105	6636
1105	9070
1105	3646
1105	9246
1105	3796
1105	8208
9276	8678
9276	57062
9276	4790
9276	22803
9276	25943
9276	6119
9276	23047
9276	4793
9276	9440
9276	23492
9276	51433
9276	367
9276	9820
9276	9282
9276	10273
9276	63978
9276	2353
9276	6272
9276	2833
9276	8362
9276	4084
9276	201255
9276	7314
9276	7048
57062	2631
57062	10592
57062	6428
57062	3276
57062	6917
57062	10594
57062	3856
57062	5530
57062	10642
57062	498
57062	3596
57062	23411
57062	51447
57062	27123
57062	5435
1660	27161
1660	22803
1660	801
1660	5810
1660	5789
1660	10274
1660	7335
1660	699
1660	7222
1660	26259
1660	8365
1660	8312
1660	11337
1660	25847
1660	6634
1660	10036
1660	9150
1660	6594
23028	8354
23028	4522
23028	10592
23028	65109
23028	5689
23028	57690
23028	8463
23028	6015
23028	2146
23028	6360
23028	2108
23028	6878
23028	7311
23028	55174
23028	8294
23028	7037
23028	868
23028	79090
23028	7316
23028	2118
23028	5727
23028	5873
23028	7132
23028	5928
23028	675
23028	6119
23028	10423
23028	9442
23028	2068
23028	5702
23028	85236
23028	29882
23028	7341
23028	4066
23028	7531
23028	2175
23028	57504
23028	51138
23028	3553
23028	5052
23028	23064
23028	30849
23028	8357
23028	10787
23028	8805
23028	28976
23028	56915
23028	11335
23028	5000
3796	23177
3796	26986
3796	9020
3796	2889
3796	51421
3796	28956
3796	334
3796	81858
3796	6293
3796	8517
3796	6632
3796	10921
3796	51010
3796	6829
3796	8607
4522	3054
4522	50943
4522	51135
4522	5905
4522	4149
4522	9968
4522	64708
4522	10419
4522	2022
4522	51185
4522	1642
4522	6015
4522	9688
4522	8805
2631	6421
2631	7311
2631	55755
2631	27258
2631	51135
2631	93986
2631	28989
2631	10419
2631	8343
2631	8355
2631	8669
2631	27005
2631	10413
2631	10291
2631	155
5332	6428
5332	10204
5332	5411
5332	142
5332	672
5332	121536
5332	1499
5332	1017
5332	9025
5332	5432
5332	9400
5332	8343
5332	10898
5332	3091
5052	6421
5052	140809
5052	3842
5052	22861
5052	902
5052	4790
5052	6401
5052	3020
5052	10270
5052	5894
5052	5330
5052	6885
5052	6500
5052	2885
5052	1032
6421	6895
6421	1728
6421	23063
6421	10109
6421	648
6421	1454
6421	5976
6421	4221
6421	23451
6421	6118
6421	7311
6421	554313
6421	9696
10592	29781
10592	6651
10592	5690
10592	672
10592	3014
10592	55512
10592	7311
10592	3579
10592	6878
10592	8363
10592	90865
10592	29074
10592	6628
10592	8968
10592	5441
10592	8355
10592	6883
10592	29945
10592	8405
6428	8208
6428	5932
6428	55212
6428	51433
6428	4217
6428	4171
6428	6119
6428	6233
6428	9070
6428	3304
6428	6418
6428	51547
6428	5286
6428	25942
22803	6607
22803	1026
22803	2965
22803	7128
22803	8607
22803	8936
22803	10492
22803	1616
22803	2263
22803	9070
22803	54623
22803	6249
22803	5008
22803	667
22803	26135
22803	10480
22803	8357
22803	1524
22803	8766
64240	5478
64241	51138
55347	7311
55347	7316
55347	84747
55347	7532
55347	2873
55347	5591
55347	2067
55347	5810
55347	5888
55347	8335
55347	367
55347	10336
55347	26173
55347	1736
55347	5436
55347	5437
55347	1147
55347	7090
9131	7037
9131	7316
9131	7161
9131	2962
9131	7965
9131	57332
9131	6667
9131	899
9131	56254
9131	10152
9131	26524
9131	8626
9131	4849
9131	23468
9131	9318
9131	6233
9131	55802
9131	2547
9131	84433
9131	5558
9131	8359
9131	3364
9131	3140
9131	3572
9131	4803
9131	9013
23568	25943
23568	7529
23568	7532
23568	8351
23568	9134
23568	79728
23568	4343
23568	6595
23568	8365
23568	2271
23568	6830
23568	56915
23568	51053
23568	6015
23568	10413
23568	22976
23568	7067
23568	80169
23568	6883
403	84747
403	7534
403	6917
403	23191
403	7311
403	1981
403	4176
403	57142
403	51138
403	7533
403	7448
403	5687
403	79718
403	8350
403	7156
403	64770
403	7316
403	1495
25943	5147
25943	7314
25943	7316
25943	22878
25943	27335
25943	79991
25943	57332
25943	10576
25943	9125
25943	26190
25943	54101
25943	11214
25943	653604
25943	5894
25943	1107
25943	29110
112942	9349
112942	6233
112942	7311
112942	7529
112942	2967
112942	5688
112942	1387
112942	10393
112942	653604
112942	2976
112942	554313
112942	857
112942	6774
112942	1326
112942	7014
112942	23191
112942	808
112942	8356
5147	84747
5147	2068
5147	5690
5147	983
5147	6659
5147	8945
5147	5432
5147	57332
5147	6233
5147	9688
5147	6015
5147	113130
5147	2237
5147	1994
5147	868
5147	8662
5147	55174
5147	5119
5147	9113
9349	10971
9349	667
9349	8368
9349	6877
9349	11335
9349	22995
9349	55835
9349	4343
9349	9070
9349	5936
9349	79137
9349	25898
9349	3708
9349	7520
9349	85235
9349	3303
6233	118429
6233	8915
6233	1029
6233	8453
6233	55215
6233	4935
6233	339942
6233	3077
6233	51447
6233	120892
6233	4137
6233	4140
6233	4193
6233	9927
6233	4734
6233	27250
6233	65018
6233	5685
6233	5687
6233	5708
6233	55159
6233	165918
6233	6497
6233	23435
6233	7128
6233	7124
6233	8626
6233	7317
6233	7320
6233	11065
6233	29978
6233	51028
6233	3480
6233	857
6233	55559
6233	9266
6233	8351
6233	7203
6233	8520
6233	23386
6233	9672
6233	5591
6233	6633
6233	7403
6233	659
6233	84311
6233	9533
6233	113510
6233	10987
6233	5970
6233	2966
6233	23558
6233	5830
6233	10657
6233	79738
6233	79095
6233	23310
6233	10093
6233	8365
6233	150
6233	57819
6233	57215
6233	5691
6233	2967
6233	4609
6233	8543
6233	2833
6233	1982
6233	10898
6233	5335
6233	8358
6233	8370
6233	27161
6233	10336
6233	9441
6233	3416
6233	7322
6233	10785
6233	6688
6233	4085
6233	8451
6233	7813
6233	8826
6233	6717
6233	5440
6233	10016
6233	1163
6233	55749
6233	2625
6233	861
6233	8337
6233	4008
6233	2475
6233	80204
6233	79577
6233	10393
6233	3694
6233	7314
6233	4001
6233	9314
6233	92421
6233	5928
6233	7517
6233	5295
6233	4627
6233	3320
6233	26013
6233	648
6233	7189
6233	7158
6233	1822
6233	2146
6233	3276
6233	3091
6233	5976
6233	23197
6233	55275
6233	1022
6233	8346
6233	3455
6233	10919
6233	27339
6233	4881
6233	10228
6233	26524
6233	649
6233	91603
6233	10849
6233	3135
6233	494470
6233	1460
6233	4149
6233	7090
6233	7132
6233	10138
6233	9400
6233	1024
6233	1973
6233	2873
6233	8368
6233	2194
6233	26224
6233	3064
6233	207
6233	23405
6233	9820
6233	7319
6233	205564
6233	701
6233	9133
6233	2968
6233	6154
6233	7316
6233	8697
6233	5885
6233	22794
6233	5116
6233	8344
6233	26986
6233	7157
6233	23095
6233	8357
6233	2043
6233	3066
6233	9342
6233	23118
6233	5432
6233	867
6233	1499
6233	8363
6233	196513
6233	3164
6233	50813
6233	27335
6233	2149
6233	29074
6233	11315
6233	23476
6233	6399
6233	8242
6233	6354
6233	8314
6233	1994
6233	8318
6233	8359
6233	1081
6233	5931
6233	6878
6233	10902
6233	8367
6233	7311
6233	142
6233	10042
6233	9493
6233	10006
6233	5111
6233	1387
6233	9477
6233	3487
6233	8878
6233	9020
6233	5518
6233	6881
6233	582
6233	94
6233	81858
6233	54386
6233	5286
6233	92335
6233	2695
6233	10521
6233	9776
6233	1026
6233	25842
6233	4738
6233	554313
6233	6949
6233	3659
6233	5241
7311	207
7311	118429
7311	60489
7311	25820
7311	8313
7311	84433
7311	1026
7311	1080
7311	1387
7311	1786
7311	2033
7311	2059
7311	2066
7311	4935
7311	3077
7311	64135
7311	3659
7311	3741
7311	4170
7311	9656
7311	64112
7311	4778
7311	9572
7311	55611
7311	55593
7311	5713
7311	55288
7311	165918
7311	6048
7311	9025
7311	6667
7311	23435
7311	7153
7311	7157
7311	9675
7311	7322
7311	7334
7311	29978
7311	8078
7311	10971
7311	8357
7311	26173
7311	8405
7311	8363
7311	10038
7311	8678
7311	26271
7311	51692
7311	9440
7311	84894
7311	6882
7311	23191
7311	10025
7311	6500
7311	57117
7311	26135
7311	10109
7311	7403
7311	2043
7311	7189
7311	56262
7311	8667
7311	58190
7311	23060
7311	4175
7311	79016
7311	2079
7311	27095
7311	8888
7311	26259
7311	8661
7311	5515
7311	1956
7311	56254
7311	10810
7311	5683
7311	79829
7311	51434
7311	3014
7311	11184
7311	4683
7311	246184
7311	10951
7311	9212
7311	5434
7311	28956
7311	868
7311	4234
7311	9994
7311	6594
7311	51341
7311	55559
7311	7203
7311	5431
7311	4171
7311	598
7311	6261
7311	8805
7311	142
7311	5473
7311	10717
7311	1478
7311	11100
7311	389541
7311	3842
7311	5585
7311	6883
7311	58
7311	112609
7311	2258
7311	53335
7311	253935
7311	57332
7311	2968
7311	2903
7311	8337
7311	2958
7311	10694
7311	5111
7311	861
7311	3929
7311	10419
7311	983
7311	124944
7311	7411
7311	23385
7311	857
7311	8361
7311	23411
7311	5300
7311	863
7311	6128
7311	9070
7311	57621
7311	9965
7311	4846
7311	30811
7311	1439
7311	7049
7311	51206
7311	1027
7311	4738
7311	56950
7311	84747
7311	10623
7311	10152
7311	9020
7311	4174
7311	26053
7311	3320
7311	4155
7311	26268
7311	5931
7311	894
7311	10142
7311	4361
7311	5093
7311	51343
7311	367
7311	5591
7311	5460
7311	7159
7311	10036
7311	6917
7311	51138
7311	5394
7311	5928
7311	4824
7311	2960
7311	5527
7311	7124
7311	6874
7311	23507
7311	26471
7311	10735
7311	3801
7311	11200
7311	54815
7311	1946
7311	8355
7311	554313
7311	57464
7311	51542
7311	29028
7311	6224
7311	6598
7311	578
7311	79833
7311	1452
7311	5890
7311	121536
7311	8968
7311	841
7311	3880
7311	1398
7311	55505
7311	6045
7311	162427
7311	1876
7311	51474
7311	355
7311	55366
7311	26993
7311	6921
7311	147111
7311	23512
7311	57504
7311	55971
7311	2078
7311	4791
7311	154810
7311	84898
7311	3020
7311	3356
7311	5433
7311	5694
7311	3065
7314	267
7314	11200
7314	1956
7314	2064
7314	8349
7314	8517
7314	51447
7314	3725
7314	27040
