,0
Hashimoto24,-0.7928705440500396
Kumbrink24_1v2,21.54276878171271
Kumbrink24_2v3,12.108418874145626
Reed24_Catabolic process module,1.430713982905601
Reed24_Cell cycle module,30.76569007723364
Reed24_Cellular response to stimulus module,1.6343641896843983
Reed24_Endoplasmic reticulum module,173.48941679861247
Reed24_Leukocyte module,1.0008649166793055
Reed24_Neutrophil activation module,13.121461948613987
Reed24_Organic acid metabolic process module,1.9920081542980803
Yu24,0.6955897938327377
Zhao24_CAFRGs,0.04241600600585399
