151	6457
11255	6457
1840	8663
25943	7531
112942	7531
2966	55174
26512	2966
26173	2966
404672	55174
26512	404672
26173	404672
1665	404672
4008	4171
10971	8463
7532	8463
10228	3801
7529	8463
4234	8290
10785	8290
5931	8861
4066	5931
10398	5571
494470	7317
494470	55236
7317	915
55236	915
55236	6497
4091	7317
4091	55236
4234	8970
10785	8970
2958	9150
54623	58508
2958	6830
2958	51497
2957	51497
55753	9113
4967	9113
23635	5931
25847	51053
4843	7317
4843	55236
84333	93035
64319	93035
57507	93035
26053	93035
23429	93035
23060	93035
1912	57507
1912	23060
