182,4851
5901,9972
5437,6829
8743,8772
8667,27335
5682,5684
5933,5934
4092,64750
5685,5713
2335,3685
6874,6878
3646,10480
8664,10480
5687,5692
9477,9862
1655,54487
2353,6908
5685,5688
9612,23013
6598,6604
5829,55742
4801,4802
581,596
200558,7520
10025,219541
5155,5159
7124,55512
10152,55845
54386,25913
1147,4793
207,79109
22818,22820
5905,7329
10482,29107
8667,51386
367,8031
867,1956
8607,10524
2956,4436
9318,10920
998,5908
1499,8826
7203,10575
1107,3066
355,356
9477,84246
3725,4773
5435,5438
3082,4233
367,23028
