4683,83990
515,539
367,6416
596,604
207,9261
2099,4878
2697,6667
4773,6602
4282,10016
4040,7316
2033,8850
3796,5052
6207,6231
983,5604
835,7185
3925,7298
842,8795
699,701
5859,5917
1977,3329
399687,55845
3558,5451
3337,22824
7295,25828
6747,7416
6548,7094
5562,5565
6714,6885
3718,9021
1959,4775
3383,5443
6667,79365
6169,6206
1942,22899
5710,5887
5788,6850
5884,84126
2631,6421
2027,5223
5494,57154
207,3630
3725,10521
839,7431
2037,6710
1854,3315
2736,3065
891,4149
7430,56648
7298,25996
5573,10564
