3658,54762
8061,89848
8663,54765
10788,51566
11158,80143
2720,79718
80223,221504
3658,55860
64403,163071
7189,7216
51367,54521
351,10227
26205,65982
6229,26205
10248,149603
754,26118
4605,8607
2071,7049
2319,254102
3799,65982
54443,79780
8669,56943
57695,83741
8218,94032
7536,28981
351,2068
2778,55245
2967,54617
967,51742
5870,124997
81,79781
1022,9701
23186,64219
5423,64093
118,9819
25959,29015
51566,55647
8663,26097
8161,51654
10325,54704
149603,254552
5971,57646
56134,220001
23764,79980
65982,81628
5971,6242
2618,4010
51759,200081
5871,10362
6936,84693
