,0
EFO_0000195,0.6251386706512594
EFO_0000274,0.35431764951497585
EFO_0000319,0.22465017337695375
EFO_0000341,0.5946440558934517
EFO_0000384,0.05027475708604886
EFO_0000612,0.04107553720279135
EFO_0000676,0.0777752179582488
EFO_0000731,0.2717872655661412
EFO_0003095,0.01807607204325102
EFO_0003761,0.11931712782176421
EFO_0003767,0.1671891206437123
EFO_0003923,0.06085460607938672
EFO_0004193,-0.00015125285445138437
EFO_0004314,0.0290449010685917
EFO_0004318,0.024600828394139764
EFO_0004338,0.2630194589216017
EFO_0004344,0.18726064130327771
EFO_0004462,0.08988989431889008
EFO_0004468,0.04555879002662374
EFO_0004535,0.32950160567150244
EFO_0004536,0.5150716218406192
EFO_0004568,0.32378914211061705
EFO_0004570,0.24553719178517436
EFO_0004617,0.04539997618826032
EFO_0004627,0.480997541175919
EFO_0004631,0.45450335686477206
EFO_0004682,0.3003735434631587
EFO_0004703,0.5610113752284097
EFO_0004704,0.1554830750027521
EFO_0004705,0.05191625096208395
EFO_0004741,0.10879247869693538
EFO_0004761,0.4130838168267801
EFO_0004765,0.03499093313175892
EFO_0004838,0.29820130751952584
EFO_0004995,0.05660043250142555
EFO_0005036,0.8903443860156992
EFO_0005047,0.0313675385649006
EFO_0005055,0.11042237337508555
EFO_0005090,0.1418683812452201
EFO_0005210,0.513216599363939
EFO_0005213,0.025848902628358997
EFO_0005423,0.06390072208420032
EFO_0006312,0.3749518903810831
EFO_0006340,0.08744903570674323
EFO_0006525,0.10622845693568707
EFO_0006939,0.18421245331186437
EFO_0007005,0.13294294440956217
EFO_0007006,0.02625221620650855
EFO_0007629,0.08223361329327257
EFO_0007800,0.017296757037143205
EFO_0007822,0.11649624649260375
EFO_0007869,0.0325749258719146
EFO_0007874,0.026790719031721873
EFO_0007876,0.5680559253080157
EFO_0007885,0.27888884958619387
EFO_0007987,0.45809105335480316
EFO_0007989,0.4840277932903357
EFO_0007990,0.3250204061804797
EFO_0007991,0.3018206787964361
EFO_0007992,0.14692939447812542
EFO_0007993,0.5566982622178019
EFO_0007994,0.40278074784404655
EFO_0007996,0.48106723284717473
EFO_0007997,0.3360764931101956
EFO_0008002,0.0011694901646789714
EFO_0008354,0.1339210262839354
EFO_0008446,0.18370168075594753
EFO_0008447,0.5507873317304763
EFO_0009695,0.31254594828284665
EFO_0009718,0.19971464636367364
EFO_0009749,-0.0033362966572971606
EFO_0009819,0.05280519929438621
EFO_0009924,0.35545660489893105
EFO_0009927,0.08766448048758577
EFO_0009931,0.16722061610413888
EFO_0009933,0.14868334048960283
EFO_0010067,0.335715800575638
EFO_0010351,1.1273404797978248
EFO_0010554,0.08157238209590417
EFO_0010578,0.30692430038953544
EFO_0010638,0.018099081859975486
EFO_0010701,0.3423783214626546
EFO_0010724,0.06683273174208676
EFO_0010934,0.015535429220620971
EFO_0010972,0.06375479059592137
EFO_0020865,0.010762848813826126
EFO_0020946,1.171813072260132
EFO_0022196,0.23169926377178762
EFO_0600088,0.05009491857218215
EFO_1001486,0.022982641180450035
GO_0006306,0.012620871788859131
HP_0000539,0.2499294996887695
HP_0000964,0.07792429591658732
MONDO_0004892,0.09117350719071396
MONDO_0004985,0.026434990736931094
MONDO_0005147,0.046091094966454006
MONDO_0005271,0.18416020538397299
MONDO_0005301,0.1381784593461763
MONDO_0005405,0.1518226452421831
MONDO_0005575,0.15452561155781477
MONDO_0100096,0.22218278961235585
